idade,horas_sono,passos_diarios,horas_sentado,freq_exercicio_semana,imc,horas_tela,consumo_agua_litros,cor_roupa_favorita,nivel_atividade
26,7.4,1591.0,12.7,0.0,34.6,8.5,0.4,Roxo,Sedentario
44,8.5,8330.0,6.4,3.0,24.8,4.2,2.5,Amarelo,Moderadamente_Ativo
39,8.1,17498.0,4.0,4.0,16.8,3.4,3.6,Preto,Ativo
27,8.6,8490.0,5.3,5.0,20.9,2.7,,Cinza,Ativo
36,5.6,1396.0,10.2,0.0,19.6,8.3,1.1,Branco,Sedentario
29,7.9,5920.0,6.3,3.0,21.9,3.0,2.1,Azul,Moderadamente_Ativo
39,6.9,2542.0,8.4,1.0,36.7,7.5,0.9,Vermelho,Sedentario
32,6.8,10060.0,3.5,4.0,19.3,3.2,3.0,Preto,Ativo
39,,8290.0,5.2,3.0,22.4,7.0,1.0,Cinza,Moderadamente_Ativo
26,6.9,6670.0,6.2,3.0,21.9,5.2,2.7,Preto,Moderadamente_Ativo
34,10.0,12806.0,1.8,5.0,23.6,1.9,2.6,Vermelho,Ativo
47,5.8,8843.0,6.3,3.0,31.4,8.0,1.6,Roxo,Moderadamente_Ativo
50,7.3,3565.0,11.9,0.0,23.8,7.5,1.1,Vermelho,Sedentario
40,8.0,6549.0,4.9,3.0,21.9,3.5,2.4,Preto,Moderadamente_Ativo
52,7.5,5926.0,5.4,3.0,24.7,6.0,1.4,Amarelo,Moderadamente_Ativo
44,,6986.0,7.4,2.0,25.8,,2.4,Vermelho,Moderadamente_Ativo
39,4.5,2306.0,10.3,0.0,31.5,11.5,1.2,Roxo,Sedentario
22,9.6,15992.0,4.0,5.0,23.7,4.7,3.2,Cinza,Ativo
66,7.1,2155.0,10.0,0.0,37.9,9.1,1.3,Vermelho,Sedentario
18,6.2,6402.0,7.8,2.0,26.8,4.3,1.9,Branco,Moderadamente_Ativo
57,5.3,2450.0,9.8,0.0,30.6,10.2,0.9,Vermelho,Sedentario
26,7.1,9812.0,2.9,4.0,21.8,2.3,2.1,Preto,Ativo
37,8.7,13379.0,3.4,5.0,21.5,2.5,2.6,Preto,Ativo
26,8.5,12223.0,3.7,4.0,25.1,1.1,2.6,Azul,Ativo
32,6.0,5104.0,6.6,2.0,23.8,6.2,1.8,Branco,Moderadamente_Ativo
33,8.0,2800.0,10.5,1.0,30.5,9.0,1.0,Preto,Sedentario
40,6.3,8079.0,3.8,3.0,21.2,3.1,2.0,Cinza,Moderadamente_Ativo
22,8.6,11876.0,3.4,5.0,19.0,3.8,3.6,Azul,Ativo
31,4.6,2557.0,12.0,1.0,27.3,10.2,1.1,Azul,Sedentario
43,6.7,1455.0,9.1,0.0,24.0,11.6,1.0,Preto,Sedentario
51,8.3,5395.0,7.7,4.0,22.7,4.6,1.8,Amarelo,Moderadamente_Ativo
23,7.1,4879.0,7.7,3.0,26.3,2.6,2.7,Preto,Moderadamente_Ativo
62,4.2,95.0,15.2,0.0,45.1,13.8,0.5,Branco,Sedentario
50,7.1,1951.0,10.7,0.0,29.5,8.6,1.8,Cinza,Sedentario
36,7.4,3879.0,5.1,2.0,20.6,5.5,2.2,Vermelho,Moderadamente_Ativo
46,7.8,7275.0,8.7,3.0,25.5,3.6,3.5,Branco,Moderadamente_Ativo
23,6.1,5788.0,6.1,2.0,23.7,6.3,1.5,Branco,Moderadamente_Ativo
33,6.2,5795.0,8.7,2.0,28.7,6.5,1.9,Branco,Moderadamente_Ativo
35,7.8,7551.0,5.7,3.0,27.9,7.5,2.1,Vermelho,Moderadamente_Ativo
41,6.3,2276.0,12.2,0.0,28.5,7.0,1.6,Preto,Sedentario
35,6.6,12291.0,3.1,5.0,22.8,2.1,2.5,Branco,Ativo
23,7.1,7403.0,5.1,4.0,23.1,5.2,2.7,Verde,Moderadamente_Ativo
41,6.2,1590.0,8.4,1.0,21.5,12.2,1.4,Cinza,Sedentario
18,8.4,6516.0,7.9,4.0,31.2,4.1,2.2,Branco,Moderadamente_Ativo
66,7.2,2096.0,10.0,0.0,35.3,9.9,1.0,Verde,Sedentario
18,6.6,8312.0,7.1,3.0,24.4,6.0,1.8,Roxo,Moderadamente_Ativo
38,6.8,631.0,10.6,0.0,25.0,9.3,1.1,Vermelho,Sedentario
21,8.3,11181.0,1.0,6.0,19.5,3.4,2.3,Cinza,Ativo
43,7.0,5037.0,9.5,0.0,26.8,12.0,0.8,Preto,Sedentario
33,7.8,7378.0,7.5,2.0,22.7,4.6,2.9,Branco,Moderadamente_Ativo
31,6.8,14349.0,5.7,4.0,21.2,3.0,3.4,Cinza,Ativo
18,8.8,7718.0,6.4,2.0,20.9,7.0,1.8,Vermelho,Moderadamente_Ativo
46,7.9,7617.0,6.4,2.0,25.5,4.2,1.8,Verde,Moderadamente_Ativo
34,7.3,6536.0,8.0,2.0,21.5,4.9,1.5,Vermelho,Moderadamente_Ativo
38,5.6,1953.0,12.2,1.0,26.8,7.2,1.3,Amarelo,Sedentario
32,7.6,6400.0,6.9,3.0,18.0,3.2,2.1,Azul,Moderadamente_Ativo
23,7.6,6639.0,7.6,2.0,24.1,7.9,,Cinza,Moderadamente_Ativo
26,7.7,10479.0,4.4,5.0,20.9,2.3,3.6,Verde,Ativo
26,7.8,8936.0,7.1,3.0,22.6,,2.2,Cinza,Moderadamente_Ativo
46,4.5,3435.0,11.1,0.0,28.2,9.0,1.3,Branco,Sedentario
64,5.2,762.0,10.0,0.0,32.7,7.3,0.4,Vermelho,Sedentario
30,5.7,6465.0,7.0,2.0,18.8,7.2,1.8,Amarelo,Moderadamente_Ativo
29,8.0,9929.0,4.5,5.0,22.2,2.7,2.8,Vermelho,Ativo
28,8.1,8694.0,6.1,2.0,23.6,5.8,2.0,Azul,Moderadamente_Ativo
29,7.0,13052.0,3.3,,22.6,3.9,3.0,Verde,Ativo
78,6.3,2409.0,10.5,0.0,,7.6,0.9,Branco,Sedentario
50,5.5,2410.0,9.5,0.0,33.0,9.3,2.0,Roxo,Sedentario
38,7.3,17344.0,3.6,5.0,24.8,2.2,3.3,Preto,Ativo
19,8.3,,3.6,6.0,22.2,3.1,2.7,Verde,Ativo
70,6.9,2000.0,11.3,1.0,33.1,,0.8,Azul,Sedentario
24,6.4,14760.0,3.6,4.0,26.3,4.0,2.7,Vermelho,Ativo
44,5.7,3412.0,10.8,1.0,23.0,8.9,1.5,Roxo,Sedentario
30,7.2,9659.0,4.2,6.0,19.5,3.6,2.6,Roxo,Ativo
52,8.3,1858.0,8.8,0.0,35.5,9.5,1.1,Amarelo,Sedentario
37,6.9,7165.0,9.7,2.0,25.8,4.9,2.3,Preto,Moderadamente_Ativo
30,8.1,7693.0,7.1,3.0,21.1,6.7,,Branco,Moderadamente_Ativo
62,5.3,2658.0,9.9,,34.6,8.8,1.1,Azul,Sedentario
20,7.7,11780.0,1.9,6.0,21.5,2.5,3.7,Verde,Ativo
38,6.0,8164.0,7.1,2.0,18.0,4.9,,Verde,Moderadamente_Ativo
52,6.8,7758.0,5.5,4.0,26.4,,,Amarelo,Moderadamente_Ativo
26,9.0,13926.0,5.0,4.0,24.0,4.2,2.9,Preto,Ativo
29,7.1,5185.0,6.4,3.0,28.6,4.5,1.6,Preto,Moderadamente_Ativo
18,8.6,8808.0,3.0,4.0,20.7,1.8,3.2,Branco,Ativo
40,7.3,1107.0,13.1,0.0,27.7,,1.5,Verde,Sedentario
38,9.2,10960.0,2.4,5.0,20.4,0.6,2.6,Cinza,Ativo
42,6.1,4480.0,8.1,0.0,32.3,8.9,1.0,Verde,Sedentario
39,8.0,8719.0,5.5,2.0,24.7,7.7,2.2,Cinza,Moderadamente_Ativo
62,5.3,0.0,9.9,0.0,19.6,10.4,1.2,Preto,Sedentario
21,,13094.0,4.0,4.0,21.0,2.0,3.4,Cinza,Ativo
27,8.2,15651.0,4.8,4.0,21.3,2.5,2.6,Roxo,Ativo
43,4.4,2395.0,11.1,1.0,23.1,8.3,1.1,Amarelo,Sedentario
30,7.4,5699.0,7.0,2.0,28.9,4.9,1.1,Vermelho,Moderadamente_Ativo
54,5.9,2628.0,8.7,0.0,28.4,7.7,1.5,Cinza,Sedentario
37,5.9,2347.0,11.4,0.0,23.6,9.1,1.3,Cinza,Sedentario
39,8.3,1386.0,7.4,0.0,27.1,6.9,1.4,Branco,Sedentario
32,7.8,7049.0,7.0,2.0,22.0,5.1,2.5,Azul,Moderadamente_Ativo
29,8.9,10121.0,4.6,5.0,,2.0,2.1,Branco,Ativo
33,8.2,14609.0,3.0,5.0,24.0,2.7,3.1,Preto,Ativo
31,7.4,6253.0,6.9,3.0,26.7,,3.1,Azul,Moderadamente_Ativo
32,6.6,,8.6,3.0,21.6,5.6,2.3,Vermelho,Moderadamente_Ativo
33,5.5,8454.0,6.4,3.0,27.4,4.1,2.6,Azul,Moderadamente_Ativo
33,7.0,7077.0,7.4,2.0,23.6,4.1,1.7,Preto,Moderadamente_Ativo
25,7.4,12591.0,5.6,4.0,24.9,4.9,2.4,Cinza,Ativo
23,8.1,11407.0,3.5,4.0,21.1,2.8,2.7,Roxo,Ativo
40,5.0,1500.0,3.0,0.0,,1.5,4.0,Roxo,Sedentario
22,8.2,9249.0,7.5,2.0,25.8,4.5,2.4,Azul,Moderadamente_Ativo
49,6.1,2018.0,11.1,0.0,33.8,8.7,1.2,Preto,Sedentario
39,7.0,7529.0,5.5,3.0,24.4,4.1,2.0,Amarelo,Moderadamente_Ativo
27,8.6,16388.0,3.5,4.0,20.9,1.2,3.3,Branco,Ativo
18,7.9,13944.0,5.6,4.0,24.3,4.5,2.7,Azul,Ativo
42,8.7,15331.0,3.0,4.0,22.5,1.2,3.1,Branco,Ativo
40,9.0,13456.0,4.5,6.0,23.0,3.4,2.1,Preto,Ativo
57,5.0,1869.0,11.1,0.0,30.6,8.4,1.0,Azul,Sedentario
23,7.7,12138.0,2.9,4.0,22.2,2.6,2.7,Cinza,Ativo
35,7.7,7021.0,7.0,2.0,22.4,5.2,2.0,Verde,Moderadamente_Ativo
49,7.0,412.0,12.5,0.0,36.8,8.8,0.5,Verde,Sedentario
32,7.1,4480.0,8.2,2.0,22.8,4.8,2.3,Branco,Moderadamente_Ativo
26,6.3,3142.0,10.8,0.0,31.1,8.8,1.4,Preto,Sedentario
23,7.9,5233.0,10.1,3.0,25.1,3.9,1.9,Preto,Moderadamente_Ativo
74,5.7,2172.0,11.2,1.0,29.6,10.1,1.7,Amarelo,Sedentario
40,9.2,4978.0,6.7,2.0,21.2,3.6,2.2,Verde,Moderadamente_Ativo
41,8.2,10634.0,4.5,4.0,17.0,3.1,1.7,Azul,Ativo
45,6.7,6157.0,7.7,3.0,25.9,3.1,2.8,Azul,Moderadamente_Ativo
37,6.6,6394.0,7.9,3.0,27.7,7.7,2.5,Cinza,Moderadamente_Ativo
19,6.6,13134.0,4.6,4.0,21.2,2.8,3.7,Amarelo,Ativo
41,7.0,10471.0,4.3,5.0,22.7,2.1,3.5,Azul,Ativo
24,6.5,8074.0,5.0,3.0,21.6,4.0,2.0,Azul,Moderadamente_Ativo
56,5.5,2649.0,10.5,1.0,27.6,7.8,1.3,Cinza,Sedentario
47,7.5,1875.0,10.8,,30.7,9.3,1.3,Azul,Sedentario
18,6.0,8369.0,9.2,2.0,28.1,3.6,1.7,Amarelo,Moderadamente_Ativo
38,6.8,1865.0,8.0,0.0,29.4,8.9,0.7,Preto,Sedentario
21,7.3,16090.0,3.6,5.0,19.5,1.3,2.9,Amarelo,Ativo
28,9.1,14669.0,4.9,5.0,23.7,2.0,3.2,Amarelo,Ativo
45,7.4,2639.0,11.1,0.0,31.1,9.5,1.6,Amarelo,Sedentario
37,7.9,11924.0,3.7,5.0,23.1,2.9,2.3,Roxo,Ativo
39,7.0,2750.0,9.1,0.0,32.4,5.8,1.3,Branco,Sedentario
39,7.1,7394.0,6.1,2.0,27.2,6.5,1.8,Vermelho,Moderadamente_Ativo
39,6.6,1433.0,10.1,0.0,33.2,11.4,1.3,Azul,Sedentario
27,8.8,15678.0,5.4,4.0,19.8,0.5,2.3,Roxo,Ativo
52,3.5,2737.0,11.8,0.0,,11.5,1.3,Roxo,Sedentario
28,4.1,3083.0,12.0,0.0,27.0,5.9,1.3,Azul,Sedentario
